name,uuid,orders,purchase
Wichai_Ariyawong,47601ef5-8b6e-2015-5cb3-12eda4fcaaae,13,2702.00
Kanya_Saelim,07ea8a12-a7cd-9ff8-64d1-f7eca79fecca,10,3808.00
Apinya_Tirakul,2210ae1c-c1bc-59b2-ca2a-9e4f85f056f7,5,5036.00
Suda_Suwan,579a0949-c48d-26c0-265d-a653c18fce03,18,14217.00
Tanawat_Siriwat,2f2ea48a-7839-f630-e0c7-55a34efdcaa3,19,9654.00
Jirawan_Rojanapong,7866d215-9e74-e560-12f4-577a153ff2f9,12,3594.00
Kittipong_Sirisomboon,7e168da7-0f9c-09b0-1f4f-a17544759006,10,2339.00
Pimchanok_Sutham,13122ec5-914b-da7b-01d0-1f09a4304b96,2,4589.00
Warunee_Kasem,13539621-5a70-9a7a-da2b-6379bd38b592,19,805.00
Kornkanok_Chaiyo,45f67073-b1e7-d08c-cea0-76f367c76f93,16,970.00
Thanawat_Kanjana,3f3943e1-8934-da27-61e1-0ea849e18b60,6,8063.00
Pongpat_Kanjana,6dbf29fb-5607-f6ad-14c0-80f3ed483bd2,2,3117.00
Siriporn_Chansiri,02e4dae8-b6d3-17b8-39ef-9525b5ddcccf,14,17842.00
Lalita_Kiatkul,732bdef8-a6da-55b8-cbb1-fcb38c4d256f,14,959.00
Somsak_Sirisomboon,31c59019-72d6-50c4-88ed-bb7e553bbf62,7,1252.00
Kamonwan_Ariyawong,2c54e173-5bc1-19c4-a4c9-8b43013700e9,9,1894.00
Somchai_Boonprasert,0dc09a8e-e7af-c357-9a37-bcfda7a98947,17,2064.00
Apinya_Chantarasak,351941e8-0194-a252-e0e6-3cb05a9e6b9b,7,420.00
Narin_Phupong,64c9d182-e17f-9965-ecf7-7939af12ed1f,3,1553.00
Busaba_Boonprasert,776eeb35-21d5-30bc-8e31-4378a48e8c32,5,2677.00
Chutima_Thongdee,7ca9a19f-0da9-05e4-efdb-29094543729a,4,654.00
Thanakorn_Kongkaew,2df86438-b01c-05b1-d5d5-a435bcacc7e3,9,1054.00
Thidarat_Boonprasert,0df71891-dec0-3d1e-9b76-8ba8d24b781b,14,942.00
Busaba_Boonsri,5c4a1ac4-6932-5440-62c9-b1d8ea6ef832,14,479.00
Arthit_Kasem,31c09c2b-e491-1aee-1e21-48e8b0dc6bd2,3,4795.00
Surasak_Kasem,7e3988d7-1bfe-fbd2-b995-22a2c5dd5658,10,4501.00
Aekkachai_Intarakul,5ce1012d-60fe-e075-4322-a0e95fc46eb6,4,1626.00
Narin_Rojanapong,6f061a4c-ac85-8e29-3ecb-ad910c128b2d,10,1995.00
Pimrada_Intarakul,59ab7309-81dd-d7c9-d11d-d090c2dfd77f,12,267.00
Orn_Porchaidai,2dd2bda9-b9bf-df3d-1fac-5805dff2a3b8,18,2617.00
Panadda_Tantipong,2315b8a9-713d-90a6-b62e-af73bf89cf69,9,2862.00
Sirikarn_Nimman,53932ce8-5e35-1c90-3f9c-24784bd450d2,6,14591.00
Suda_Chantarasak,7a2d4a27-851b-c9f6-5868-53a70cb297a4,16,4152.00
Apinya_Rattanakorn,66c4b2a5-a358-25d7-47d7-87ed14549adc,16,140.00
Anan_Kiatkul,007b27e4-e9fb-68bf-0ee8-b7addace4972,16,1911.00
Napatsorn_Siriwat,20eda6ce-2f45-8544-49f4-489001687cd9,9,4844.00
Nattapong_Intarakul,1ae32a27-743b-ea27-e3c1-b54768b5464b,12,646.00
Tanawat_Ariyawong,32295d6c-772e-8a9a-c17d-154f1a39b07c,3,2157.00
Apinya_Thongdee,0bff58bf-69c0-d155-47ba-2fc3ea167b1b,2,206.00
Chaiya_Kongkaew,15548a33-2535-ec72-6c8c-8a8fd542087e,18,5035.00
Sirikarn_Jaroensuk,073e2225-aeda-6a50-cb95-bc179c1829aa,2,2551.00
Wichai_Wattanakul,0f51137f-feb4-e599-a3df-8dc5b4d8ef76,18,820.00
Napatsorn_Srisuk,4df5e8fb-deb9-6a72-6e59-afe4a823b9d6,10,1210.00
Krit_Boonsri,3d53a671-642b-6346-bf06-40128ebfd76e,16,3614.00
Somchai_Pornchai,585f6748-d54b-5fe3-493a-8beaeca69a5d,19,1542.00
Pongpat_Saelim,78a9223c-cf07-e918-5348-bbfdfe634c87,9,4755.00
Supansa_Sombat,7feac04b-bd89-7405-0227-5d8ca87f4c4d,18,2119.00
Preecha_Intarakul,3ac89fc3-d95b-0b08-4253-67aaeff9e72b,17,3534.00
Niran_Chalermchai,510b402f-f73a-1e65-b781-7667a576f7cf,1,4810.00
Thanakorn_Kanjana,6aa3c9cc-a6c6-2535-fb71-b8a6bc62e977,14,4384.00
Kamonwan_Lertsiri,59e1c5b8-e121-79c9-876a-7f93c9c35b36,15,12432.00
Siriporn_Porchaidai,261d6d20-636c-7383-c382-a5eeba21fb65,14,4887.00
Anan_Sombat,3ca4e65d-02c5-0bf6-7340-a6959ead7c6e,10,3727.00
Narin_Intarakul,774a2bfd-2c3a-a79c-1394-69a9ee426ca6,4,53.00
Kittipong_Techasiri,4471edc4-01f7-093a-e4c6-a180f5953f77,5,2030.00
Supaporn_Porchaidai,440b0f4e-ecc8-582a-504a-6bd6d586711b,8,14266.00
Teerapat_Kiatkul,58621b93-7d3a-738e-8be6-e1be8891ea8a,2,1258.00
Mali_Saelim,4625faba-ed50-543d-a4bc-487fb4c255d6,7,1986.00
Pongpat_Rojanapong,3be782e5-a71c-4e96-682a-d7f26d551ec8,16,3908.00
Chadathong_Rattanakorn,3695a60a-f685-a37f-06aa-b9ad2ad4e472,3,2666.00
Supansa_Sukhum,4fcc9da2-1f9c-3c0c-6ed7-0aed8cbe2308,14,1445.00
Warunee_Siriwat,3bcd43e7-115d-01ab-85f4-909be2b1dd28,14,1055.00
Pakorn_Chokchai,080591c0-d85d-d4f9-3bdb-c82e568f03da,1,4995.00
Pimrada_Tirakul,152d0d14-a6e8-ea88-b2c4-72ec18b53cca,2,306.00
Daranee_Prasert,1fb5d002-4391-1274-8675-74b0f694adc9,15,2064.00
Daranee_Phupong,798f0efe-840b-fe24-173a-205065fdd032,2,2656.00
Apinya_Jaroensuk,622f41f3-eae1-603a-8098-7fe8704a0c4e,14,864.00
Niran_Chansiri,77d983bf-ae11-141f-1e88-a6008b139315,17,1397.00
Anan_Wongchai,12ddfd8f-c0f6-6d24-933d-940e3e596fd6,11,4876.00
Kittisak_Chaiyo,04337b2b-4634-28e1-ef19-7e0f43ff5421,20,1784.00
Thanakorn_Phupong,36f898a3-1186-b376-3a4b-14a972d66058,19,5009.00
Warunee_Siriwat,15d26b90-c621-b5da-0e09-9bfcd21adb31,17,2075.00
Lalita_Srisuk,55292467-11df-4783-1e6e-e5aa0c7cb5eb,12,693.00
Napatsorn_Thipwong,475118f7-24b5-f612-4658-4b4a06fb6620,20,3385.00
Somchai_Nimman,1a763710-0902-86c5-0e9a-c7407a91eb50,14,1390.00
Nattapong_Phothong,57a6abb2-6012-7f0b-e94e-03040511de3f,5,1547.00
Phuwanat_Chaiyo,6653bd68-2b54-99b4-111d-a106c2315582,18,343.00
Pimrada_Sukhum,5db8c28c-a566-d22b-074a-c34a6d8aa4c9,5,3309.00
Phuwanat_Sirisomboon,706fa3f5-637e-fe90-a916-010a60732aaf,7,2128.00
Siriporn_Ariyawong,4e918e09-192b-71c1-5a5a-cf206763ad37,6,18238.00
Thidarat_Saelim,7ac99443-f9af-7529-11fe-7ae3f6fd8e18,8,4624.00
Orn_Intarakul,59e90bd9-01ac-edca-a46c-e30edd9ad6b9,9,22872.00
Kanya_Pattara,56f7394d-1ad6-d806-8422-0a7341dc12ec,1,1488.00
Suda_Porchaidai,19fbf49a-b7c9-24c1-0f4b-44d93ddabe0a,19,1676.00
Panuwat_Ariyawong,6a137195-239b-a6d2-2f87-777db8868d78,13,5635.00
Busaba_Chalermchai,6c589ddf-d30b-8eb7-956f-c1babd5e6c18,16,3129.00
Teerapat_Chokchai,6cb7895c-2ec7-0db1-e736-c9333fd0a059,13,638.00
Pimrada_Kasem,162a536b-a12b-2920-26b5-3b4ff1a1bbb6,14,1918.00
Kittipong_Kasem,50f21cfd-4f8f-59db-4ba7-d0b3a39c63b3,7,3523.00
Phuwanat_Chokchai,0dc653a7-0001-6e97-9f71-e70f91eaaf9b,4,3879.00
Tanawat_Tantipong,28808c34-beb2-a00b-4fb5-f9af642a1a8c,15,1834.00
Thidarat_Chantarasak,79c4552d-3bcf-b853-6a27-472d04d5551e,10,750.00
Niran_Chokchai,0d323f74-df70-6238-5893-4817f6c50d6a,6,3861.00
Phuwanat_Thipwong,5398f921-1067-0b74-0969-fa8fd684ac56,2,11536.00
Daranee_Intarakul,75967802-079d-0a98-a79d-48a7faf4abda,17,4740.00
Chalerm_Lertsiri,312207bc-e0d7-5c78-e529-ff237b0b3624,3,1006.00
Siriporn_Sutham,1ab1dd89-5b10-8153-899e-1ee84a9f1375,14,4420.00
Thanawat_Sukhum,3b34499b-7d7a-08cc-b44b-c658f3b51ad7,10,21843.00
Krit_Boonprasert,257130fa-804a-8ff4-1b09-00d341fbeb54,10,1768.00
Pongpat_Saelim,369a8f90-52f1-7c0e-b771-926c28d8847a,13,3785.00
Natthapon_Chansiri,21141c4e-55d9-31d2-f2c4-3334a9c4b49c,11,2912.00
Pimrada_Sutham,15462791-ab80-7989-1a9c-2af14702df96,12,507.00
Pimchanok_Chalermchai,18d9f189-661e-41fb-e76e-f47805f25e8f,3,3994.00
Somsak_Wisetkul,323dcde0-46e4-6012-757c-583504cfccce,5,3454.00
Ratchanee_Saelim,3d5e7d15-0d2d-08a3-1092-1f9190448f17,5,12188.00
Kornkanok_Sukjai,25bcbcee-c09d-8898-c23c-0d21ff95949d,20,1674.00
Thanawat_Sirisomboon,36d47511-cb36-6216-acff-d379c3c35890,12,18392.00
Sirikarn_Lertsiri,32b19eab-068d-291d-5859-3befdccd2546,20,4884.00
Kittipong_Wongchai,01528c8e-bf4f-05de-5b96-fdd74046dbd0,4,326.00
Jirawan_Wattanakul,7ad1cc36-2c38-43ac-f8bb-d1bb764efe9e,14,1804.00
Kanya_Porchaidai,0978d85c-84df-7c0d-6fd0-f6ea8380510e,10,89.00
Natthapon_Ariyawong,0150e7a4-c0a8-8a36-1b31-36655b3264d6,20,877.00
Kittipong_Saelim,624657e3-2a7c-708b-ca9c-efe070c99dd7,11,2672.00
Panuwat_Phupong,68f40a27-bc45-8e51-714d-860f72162584,3,1358.00
Chalerm_Kasem,3ad03611-b441-35f2-ce0e-334d10616964,12,3589.00
Supaporn_Intarakul,049660f3-f3df-cc68-cfe1-ece09c0bcff0,9,13177.00
Somchai_Intarakul,62bd2283-f919-1150-ceaa-29f6ffd12d86,2,20925.00
Sirikarn_Phothong,4da0850e-81f2-6aed-f8fa-04f300892440,15,4488.00
Pimchanok_Sirisomboon,1c959259-1fb8-794e-0ba4-6322802e5f69,6,2331.00
Sakda_Kanjana,6feb5161-f0ae-5172-3dd2-d42e2607a5e8,13,1632.00
Kittipong_Porchaidai,7752b7e2-93a1-5bfb-f9e0-04b53930989d,5,591.00
Surasak_Kanjana,15027d3b-b743-bc08-cedd-27f14090bf83,3,4870.00
Surasak_Thongdee,78ab1579-f8d3-f930-f737-64f92858b37f,13,5036.00
Niran_Srisuk,011fd2dd-abbe-7021-b47e-f6e9670af432,14,908.00
Sirikarn_Suwan,729e4f76-06c3-2979-d7bb-6c1e531054e6,13,3001.00
Thidarat_Sirisomboon,4de0ea8a-31f7-851f-f79b-045d7c6e1ec6,7,335.00
Kanya_Manop,69f1c759-da66-5eb6-22af-48e4728b178e,10,1202.00
Jirawan_Pongsiri,10238b80-88c7-c7cb-10bc-d2017dda9fc4,15,4085.00
Kittipong_Wongchai,4ae14f78-75b0-7d13-6b8f-ab6aeac291ae,11,3306.00
Supaporn_Tirakul,40745d62-edfd-8928-c383-cf105453509c,12,1956.00
Thanakorn_Phothong,4d7888cc-30d0-ba56-9676-33426b7a1b5d,2,4504.00
Phuwanat_Kasem,7c22938d-4da6-ef26-de3f-10ae4e318e3a,8,5018.00
Mali_Sukhum,64d659e7-8069-8881-dedc-5553d2b03c89,5,2988.00
Supansa_Intarakul,0682633d-3d21-6fd1-3c56-6df8cbf1589a,19,2354.00
Thidarat_Jaroensuk,077acbce-4538-6726-fe21-507fe49ce80f,4,15560.00
Pongpat_Chalermchai,1b3486f8-11bc-58af-7747-0cb54ac0943c,15,2484.00
Wichai_Thongdee,36546da5-8780-1635-152b-d34d953f8bb6,11,4090.00
Chutima_Saelim,15df57b8-fc3f-caa8-df9a-27d538e43eca,10,730.00
Pongpat_Sawang,1433a3ff-c4b5-6d32-0f42-d516d858a60b,20,4812.00
Aekkachai_Phothong,079773c7-11b5-b784-534c-affe746c72de,16,1671.00
Narin_Wongchai,6ac18b11-3fd8-a320-a694-4fa10ea72d3e,7,104.00
Phuwanat_Siriwat,448a922a-268d-270b-65e5-af957c4af06f,4,4183.00
Chanida_Lertsiri,003659dc-7a9f-964e-0cde-fbafda917271,15,277.00
Nattapong_Wattanakul,0dc7a122-c63f-6940-ecaf-fa30890b3eb8,19,1112.00
Preecha_Chantarasak,34acc742-d912-4b28-6a8a-94719d087d48,4,1294.00
Thidarat_Phupong,1f65d7dd-fe45-90c2-e63b-5511e5e7cc51,16,2335.00
Busaba_Tirakul,64c37524-c22a-82b6-aae2-fef331cc5323,16,1244.00
Pimchanok_Pornchai,7e20ea32-b94f-0374-c969-14da253b7f6b,10,3993.00
Chadathong_Chokchai,2d8cdeb2-8f7a-d1e6-60d0-23a3dbedd03c,3,230.00
Pongpat_Boonsri,7dd881dd-14b7-0334-8735-c537d384c050,7,549.00
Supansa_Phupong,29bcb266-5bf2-7f05-2a66-965ef6a4bee5,15,4741.00
Kamonwan_Nimman,608cf253-58aa-2488-6dfd-13e7c442ff7c,3,4677.00
Thidarat_Rattanakorn,0ff24c8f-4876-72a0-9494-9c4b03e77114,16,3641.00
Chalerm_Sombat,10f15933-2bf5-0d77-330f-59ad8cf7d1a0,2,3208.00
Pimrada_Nimman,148b75b8-8d91-538d-7c62-30af60d14327,9,2613.00
Panadda_Chokchai,01b10f94-be6a-2913-dd90-1de06da30639,16,2392.00
Thanawat_Kongkaew,4401cc7f-c8ba-5571-9b6e-82810051f246,15,1443.00
Kamonwan_Phothong,6f5d9968-b3f6-11d9-ea6a-f98339cdd98b,2,3804.00
Kittipong_Kongkaew,4240a9cc-b20f-08e3-8f2f-6e24238910ca,7,245.00
Kittipong_Chansiri,207dd628-ecc2-c7c5-684e-fca1d0d6a387,15,1994.00
Napatsorn_Porchaidai,6439e6ec-c35c-d7fe-8d5d-f2c2a86068e9,3,2642.00
Thidarat_Phothong,3fb81ec3-b4e3-cc96-9da5-be589433c69d,6,616.00
Tanawat_Pattara,1ce4b302-571f-eaeb-10ef-f5950d1620d3,6,4580.00
Pimchanok_Sirisomboon,79dddf22-6faf-75f5-42f1-1c02d1745612,11,2169.00
Sirikarn_Wattanakul,0ebbbdb9-c43d-a58a-106a-b5320cba9e04,7,2863.00
Aekkachai_Chalermchai,04107512-f2d3-25f7-8113-41a8a3769b63,15,1279.00
Chadathong_Chansiri,0fbb8533-df56-b86a-6378-7762d4005aa9,17,3039.00
Chaiya_Kasem,5f5b23b0-28b8-756e-b005-46fc63eecc90,2,3963.00
